gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength,cluster0,celltype
CD163,0,1.202354159,0.849,0.426,0,Macro_LYVE1,1.202354159,Macro_LYVE1,Mye
TMEM37,0,1.143704582,0.388,0.088,0,Macro_LYVE1,1.143704582,Macro_LYVE1,Mye
VSIG4,2.4599999999999998e-226,1.138886382,0.636,0.333,4.5299999999999994e-222,Macro_LYVE1,1.138886382,Macro_LYVE1,Mye
SIGLEC1,9.33e-261,1.095725383,0.437,0.172,1.72e-256,Macro_LYVE1,1.095725383,Macro_LYVE1,Mye
NPL,2.6e-271,1.094167428,0.536,0.244,4.79e-267,Macro_LYVE1,1.094167428,Macro_LYVE1,Mye
LIPA,6.52e-210,1.087043221,0.756,0.488,1.1999999999999999e-205,Macro_LYVE1,1.087043221,Macro_LYVE1,Mye
TSPAN4,0,1.03406666,0.6,0.277,0,Macro_LYVE1,1.03406666,Macro_LYVE1,Mye
CREG1,1.26e-220,1.025468513,0.759,0.5,2.32e-216,Macro_LYVE1,1.025468513,Macro_LYVE1,Mye
GPNMB,1.03e-198,1.0009151570000001,0.608,0.32,1.9099999999999997e-194,Macro_LYVE1,1.0009151570000001,Macro_LYVE1,Mye
CPM,3.3799999999999995e-286,0.999300508,0.663,0.354,6.230000000000001e-282,Macro_LYVE1,0.999300508,Macro_LYVE1,Mye
FRMD4B,1.0399999999999998e-215,0.958843013,0.532,0.272,1.9099999999999997e-211,Macro_LYVE1,0.958843013,Macro_LYVE1,Mye
MSR1,0,0.946660094,0.709,0.363,0,Macro_LYVE1,0.946660094,Macro_LYVE1,Mye
SNX6,2.6199999999999998e-284,0.933602336,0.758,0.503,4.83e-280,Macro_LYVE1,0.933602336,Macro_LYVE1,Mye
TMEM176B,4.19e-210,0.911373414,0.812,0.52,7.71e-206,Macro_LYVE1,0.911373414,Macro_LYVE1,Mye
SDC3,0,0.887573697,0.414,0.138,0,Macro_LYVE1,0.887573697,Macro_LYVE1,Mye
CD14,0,0.884702843,0.925,0.608,0,Macro_LYVE1,0.884702843,Macro_LYVE1,Mye
OLFML2B,0,0.869962082,0.412,0.138,0,Macro_LYVE1,0.869962082,Macro_LYVE1,Mye
MS4A6A,0,0.859484531,0.968,0.702,0,Macro_LYVE1,0.859484531,Macro_LYVE1,Mye
TMEM176A,2.13e-186,0.858041757,0.711,0.435,3.919999999999999e-182,Macro_LYVE1,0.858041757,Macro_LYVE1,Mye
LRP1,5.07e-205,0.856914908,0.675,0.409,9.33e-201,Macro_LYVE1,0.856914908,Macro_LYVE1,Mye
MERTK,1.4999999999999997e-304,0.854128584,0.467,0.178,2.75e-300,Macro_LYVE1,0.854128584,Macro_LYVE1,Mye
CSF1R,4.05e-294,0.828908465,0.841,0.557,7.45e-290,Macro_LYVE1,0.828908465,Macro_LYVE1,Mye
AP2A2,1.3699999999999998e-291,0.823233902,0.499,0.213,2.5199999999999998e-287,Macro_LYVE1,0.823233902,Macro_LYVE1,Mye
CD59,2.469999999999999e-227,0.784735731,0.598,0.327,4.5499999999999994e-223,Macro_LYVE1,0.784735731,Macro_LYVE1,Mye
MAFB,1.1099999999999998e-249,0.771200873,0.893,0.578,2.05e-245,Macro_LYVE1,0.771200873,Macro_LYVE1,Mye
MARCKS,1.4399999999999998e-211,0.698936755,0.799,0.519,2.66e-207,Macro_LYVE1,0.698936755,Macro_LYVE1,Mye
FCHO2,3.0999999999999994e-238,0.693745611,0.465,0.202,5.719999999999999e-234,Macro_LYVE1,0.693745611,Macro_LYVE1,Mye
FCGR3A,5.369999999999999e-110,0.659485029,0.837,0.561,9.889999999999998e-106,Macro_LYVE1,0.659485029,Macro_LYVE1,Mye
NAIP,4.94e-190,0.615589094,0.618,0.358,9.1e-186,Macro_LYVE1,0.615589094,Macro_LYVE1,Mye
NRP1,0,0.597489568,0.473,0.148,0,Macro_LYVE1,0.597489568,Macro_LYVE1,Mye
CTSC,0,0.551635283,0.915,0.665,0,Macro_LYVE1,0.551635283,Macro_LYVE1,Mye
IL1B,0,2.012088083,0.7,0.299,0,Macro_NLRP3,2.012088083,Macro_NLRP3,Mye
EREG,0,1.938799679,0.514,0.122,0,Macro_NLRP3,1.938799679,Macro_NLRP3,Mye
G0S2,0,1.864777029,0.468,0.158,0,Macro_NLRP3,1.864777029,Macro_NLRP3,Mye
NLRP3,0,1.651771696,0.553,0.234,0,Macro_NLRP3,1.651771696,Macro_NLRP3,Mye
THBS1,0,1.628194212,0.498,0.148,0,Macro_NLRP3,1.628194212,Macro_NLRP3,Mye
S100A9,0,1.440849123,0.742,0.428,0,Macro_NLRP3,1.440849123,Macro_NLRP3,Mye
CXCL2,0,1.383662174,0.538,0.196,0,Macro_NLRP3,1.383662174,Macro_NLRP3,Mye
PLAUR,0,1.32511162,0.898,0.616,0,Macro_NLRP3,1.32511162,Macro_NLRP3,Mye
S100A8,0,1.29406419,0.703,0.318,0,Macro_NLRP3,1.29406419,Macro_NLRP3,Mye
VEGFA,0,1.204657095,0.484,0.191,0,Macro_NLRP3,1.204657095,Macro_NLRP3,Mye
VCAN,0,1.186704758,0.608,0.188,0,Macro_NLRP3,1.186704758,Macro_NLRP3,Mye
KDM6B,0,1.169539854,0.63,0.312,0,Macro_NLRP3,1.169539854,Macro_NLRP3,Mye
C5AR1,0,1.16213817,0.642,0.385,0,Macro_NLRP3,1.16213817,Macro_NLRP3,Mye
HBEGF,0,1.141436703,0.572,0.246,0,Macro_NLRP3,1.141436703,Macro_NLRP3,Mye
BCL2A1,0,1.125808794,0.75,0.443,0,Macro_NLRP3,1.125808794,Macro_NLRP3,Mye
OLR1,0,1.082555082,0.582,0.325,0,Macro_NLRP3,1.082555082,Macro_NLRP3,Mye
IER3,0,1.061447629,0.786,0.508,0,Macro_NLRP3,1.061447629,Macro_NLRP3,Mye
NAMPT,0,1.026725642,0.84,0.547,0,Macro_NLRP3,1.026725642,Macro_NLRP3,Mye
TREM1,0,1.012835801,0.504,0.211,0,Macro_NLRP3,1.012835801,Macro_NLRP3,Mye
CD300E,0,0.972213009,0.406,0.143,0,Macro_NLRP3,0.972213009,Macro_NLRP3,Mye
SLC11A1,0,0.913034605,0.75,0.439,0,Macro_NLRP3,0.913034605,Macro_NLRP3,Mye
FCN1,0,0.898642185,0.608,0.216,0,Macro_NLRP3,0.898642185,Macro_NLRP3,Mye
SLC25A37,0,0.870332383,0.534,0.267,0,Macro_NLRP3,0.870332383,Macro_NLRP3,Mye
GK,0,0.868474634,0.594,0.342,0,Macro_NLRP3,0.868474634,Macro_NLRP3,Mye
SLC2A3,0,0.849654091,0.694,0.408,0,Macro_NLRP3,0.849654091,Macro_NLRP3,Mye
AREG,0,0.835321988,0.531,0.25,0,Macro_NLRP3,0.835321988,Macro_NLRP3,Mye
CCL3,0,0.485796006,0.625,0.351,0,Macro_NLRP3,0.485796006,Macro_NLRP3,Mye
CXCL9,0,2.32046315,0.576,0.111,0,Macro_OLFML3,2.32046315,Macro_OLFML3,Mye
CXCL10,0,2.248913288,0.551,0.107,0,Macro_OLFML3,2.248913288,Macro_OLFML3,Mye
FN1,0,1.611110502,0.609,0.176,0,Macro_OLFML3,1.611110502,Macro_OLFML3,Mye
CXCL11,0,1.605403464,0.286,0.034,0,Macro_OLFML3,1.605403464,Macro_OLFML3,Mye
GBP5,0,1.601370506,0.767,0.186,0,Macro_OLFML3,1.601370506,Macro_OLFML3,Mye
GBP1,0,1.594390712,0.857,0.287,0,Macro_OLFML3,1.594390712,Macro_OLFML3,Mye
GBP4,0,1.553955992,0.822,0.215,0,Macro_OLFML3,1.553955992,Macro_OLFML3,Mye
C3,0,1.550367629,0.777,0.339,0,Macro_OLFML3,1.550367629,Macro_OLFML3,Mye
OLFML3,0,1.425738781,0.634,0.179,0,Macro_OLFML3,1.425738781,Macro_OLFML3,Mye
ANKRD22,0,1.37342719,0.697,0.172,0,Macro_OLFML3,1.37342719,Macro_OLFML3,Mye
C1QB,0,1.264219889,0.887,0.507,0,Macro_OLFML3,1.264219889,Macro_OLFML3,Mye
C1QA,0,1.16693283,0.897,0.529,0,Macro_OLFML3,1.16693283,Macro_OLFML3,Mye
SERPING1,0,1.155256698,0.877,0.342,0,Macro_OLFML3,1.155256698,Macro_OLFML3,Mye
SCIN,0,1.153772361,0.407,0.051,0,Macro_OLFML3,1.153772361,Macro_OLFML3,Mye
VAMP5,0,1.086500561,0.908,0.432,0,Macro_OLFML3,1.086500561,Macro_OLFML3,Mye
APOL3,0,1.081148094,0.56,0.139,0,Macro_OLFML3,1.081148094,Macro_OLFML3,Mye
FCGR1A,0,1.081017909,0.829,0.363,0,Macro_OLFML3,1.081017909,Macro_OLFML3,Mye
C1QC,0,1.077061352,0.889,0.507,0,Macro_OLFML3,1.077061352,Macro_OLFML3,Mye
MDK,0,1.041788736,0.362,0.064,0,Macro_OLFML3,1.041788736,Macro_OLFML3,Mye
STAT1,0,0.923243461,0.916,0.472,0,Macro_OLFML3,0.923243461,Macro_OLFML3,Mye
TMEM176B,0,0.898539059,0.915,0.491,0,Macro_OLFML3,0.898539059,Macro_OLFML3,Mye
LGALS3BP,0,0.893492231,0.748,0.271,0,Macro_OLFML3,0.893492231,Macro_OLFML3,Mye
GBP2,0,0.887889946,0.815,0.322,0,Macro_OLFML3,0.887889946,Macro_OLFML3,Mye
PPA1,0,0.882157763,0.843,0.418,0,Macro_OLFML3,0.882157763,Macro_OLFML3,Mye
TNFSF10,0,0.862799482,0.743,0.317,0,Macro_OLFML3,0.862799482,Macro_OLFML3,Mye
FGL2,0,0.825407509,0.948,0.576,0,Macro_OLFML3,0.825407509,Macro_OLFML3,Mye
LAP3,0,0.79895337,0.936,0.545,0,Macro_OLFML3,0.79895337,Macro_OLFML3,Mye
SLAMF8,0,0.75563,0.717,0.28,0,Macro_OLFML3,0.75563,Macro_OLFML3,Mye
GIMAP4,0,0.746717997,0.841,0.381,0,Macro_OLFML3,0.746717997,Macro_OLFML3,Mye
CD40,0,0.697597986,0.639,0.252,0,Macro_OLFML3,0.697597986,Macro_OLFML3,Mye
HAPLN3,0,0.691518197,0.358,0.086,0,Macro_OLFML3,0.691518197,Macro_OLFML3,Mye
GIMAP7,0,0.683540711,0.637,0.212,0,Macro_OLFML3,0.683540711,Macro_OLFML3,Mye
IL4I1,0,0.679854794,0.499,0.204,0,Macro_OLFML3,0.679854794,Macro_OLFML3,Mye
GIMAP5,0,0.675649649,0.417,0.128,0,Macro_OLFML3,0.675649649,Macro_OLFML3,Mye
TMEM176A,0,0.66781622,0.831,0.405,0,Macro_OLFML3,0.66781622,Macro_OLFML3,Mye
GSN,0,0.664090318,0.933,0.6,0,Macro_OLFML3,0.664090318,Macro_OLFML3,Mye
SNX10,0,0.661403159,0.821,0.448,0,Macro_OLFML3,0.661403159,Macro_OLFML3,Mye
CD72,0,0.659310353,0.511,0.172,0,Macro_OLFML3,0.659310353,Macro_OLFML3,Mye
PSME2,0,0.649832663,0.971,0.686,0,Macro_OLFML3,0.649832663,Macro_OLFML3,Mye
FCGR3A,0,0.631094656,0.939,0.533,0,Macro_OLFML3,0.631094656,Macro_OLFML3,Mye
PSTPIP2,0,0.6229234,0.539,0.218,0,Macro_OLFML3,0.6229234,Macro_OLFML3,Mye
SLC1A3,0,0.604964435,0.704,0.324,0,Macro_OLFML3,0.604964435,Macro_OLFML3,Mye
EBI3,0,0.597164606,0.443,0.127,0,Macro_OLFML3,0.597164606,Macro_OLFML3,Mye
APOC1,0,0.593976816,0.808,0.473,0,Macro_OLFML3,0.593976816,Macro_OLFML3,Mye
YWHAH,5.599999999999999e-272,0.569482461,0.786,0.503,1.03e-267,Macro_OLFML3,0.569482461,Macro_OLFML3,Mye
FCGR1B,0,0.565101629,0.539,0.166,0,Macro_OLFML3,0.565101629,Macro_OLFML3,Mye
MARCKS,0,0.562477489,0.87,0.494,0,Macro_OLFML3,0.562477489,Macro_OLFML3,Mye
APBB1IP,0,0.557405829,0.783,0.444,0,Macro_OLFML3,0.557405829,Macro_OLFML3,Mye
APOE,0,0.551093788,0.792,0.474,0,Macro_OLFML3,0.551093788,Macro_OLFML3,Mye
BHLHE41,0,0.538524313,0.37,0.091,0,Macro_OLFML3,0.538524313,Macro_OLFML3,Mye
SLC8A1,0,0.530725129,0.669,0.331,0,Macro_OLFML3,0.530725129,Macro_OLFML3,Mye
CAMK2D,0,0.514918391,0.432,0.139,0,Macro_OLFML3,0.514918391,Macro_OLFML3,Mye
EPSTI1,0,0.512208621,0.776,0.368,0,Macro_OLFML3,0.512208621,Macro_OLFML3,Mye
GIMAP1,0,0.508342099,0.585,0.23,0,Macro_OLFML3,0.508342099,Macro_OLFML3,Mye
SAMD9L,0,0.502149993,0.591,0.244,0,Macro_OLFML3,0.502149993,Macro_OLFML3,Mye
CD38,0,0.493418404,0.484,0.152,0,Macro_OLFML3,0.493418404,Macro_OLFML3,Mye
P2RY13,0,0.492693259,0.423,0.17,0,Macro_OLFML3,0.492693259,Macro_OLFML3,Mye
SFMBT2,0,0.48914214,0.46,0.186,0,Macro_OLFML3,0.48914214,Macro_OLFML3,Mye
PSMB9,0,0.48038514,0.946,0.625,0,Macro_OLFML3,0.48038514,Macro_OLFML3,Mye
IL18,0,0.474197817,0.75,0.407,0,Macro_OLFML3,0.474197817,Macro_OLFML3,Mye
AXL,9.35e-277,0.473104236,0.527,0.252,1.7199999999999998e-272,Macro_OLFML3,0.473104236,Macro_OLFML3,Mye
CTSH,0,0.469620811,0.967,0.681,0,Macro_OLFML3,0.469620811,Macro_OLFML3,Mye
CCND1,0,0.468769159,0.469,0.13,0,Macro_OLFML3,0.468769159,Macro_OLFML3,Mye
PAK1,0,0.466719416,0.746,0.402,0,Macro_OLFML3,0.466719416,Macro_OLFML3,Mye
P2RY6,0,0.458512451,0.45,0.165,0,Macro_OLFML3,0.458512451,Macro_OLFML3,Mye
REEP4,0,0.454216377,0.491,0.212,0,Macro_OLFML3,0.454216377,Macro_OLFML3,Mye
ADORA3,0,0.449298148,0.551,0.23,0,Macro_OLFML3,0.449298148,Macro_OLFML3,Mye
TNFSF13B,0,0.446529197,0.903,0.542,0,Macro_OLFML3,0.446529197,Macro_OLFML3,Mye
DNASE2,0,0.445765685,0.685,0.331,0,Macro_OLFML3,0.445765685,Macro_OLFML3,Mye
SLAMF7,0,0.436579391,0.492,0.178,0,Macro_OLFML3,0.436579391,Macro_OLFML3,Mye
TAP1,0,0.435024347,0.778,0.382,0,Macro_OLFML3,0.435024347,Macro_OLFML3,Mye
STOM,0,0.433980775,0.643,0.312,0,Macro_OLFML3,0.433980775,Macro_OLFML3,Mye
ATF5,0,0.433307445,0.673,0.325,0,Macro_OLFML3,0.433307445,Macro_OLFML3,Mye
RASSF4,0,0.431260267,0.823,0.471,0,Macro_OLFML3,0.431260267,Macro_OLFML3,Mye
MYOF,0,0.428876819,0.509,0.185,0,Macro_OLFML3,0.428876819,Macro_OLFML3,Mye
SCIMP,0,0.427422891,0.583,0.243,0,Macro_OLFML3,0.427422891,Macro_OLFML3,Mye
JAK2,0,0.42260443,0.491,0.211,0,Macro_OLFML3,0.42260443,Macro_OLFML3,Mye
LPCAT2,0,0.406776536,0.621,0.274,0,Macro_OLFML3,0.406776536,Macro_OLFML3,Mye
HMOX1,0,0.405900286,0.823,0.513,0,Macro_OLFML3,0.405900286,Macro_OLFML3,Mye
MNDA,0,0.39965068,0.852,0.497,0,Macro_OLFML3,0.39965068,Macro_OLFML3,Mye
FMNL2,0,0.397528783,0.475,0.199,0,Macro_OLFML3,0.397528783,Macro_OLFML3,Mye
PTAFR,0,0.397275687,0.698,0.339,0,Macro_OLFML3,0.397275687,Macro_OLFML3,Mye
IFIT2,0,0.389731272,0.437,0.165,0,Macro_OLFML3,0.389731272,Macro_OLFML3,Mye
ETV5,0,0.38807634,0.432,0.172,0,Macro_OLFML3,0.38807634,Macro_OLFML3,Mye
APOL6,0,0.371359427,0.524,0.23,0,Macro_OLFML3,0.371359427,Macro_OLFML3,Mye
PLEKHO1,0,0.370364653,0.646,0.328,0,Macro_OLFML3,0.370364653,Macro_OLFML3,Mye
SIGLEC10,0,0.369918355,0.624,0.286,0,Macro_OLFML3,0.369918355,Macro_OLFML3,Mye
NMI,0,0.364600338,0.584,0.267,0,Macro_OLFML3,0.364600338,Macro_OLFML3,Mye
LPAR6,0,0.363367406,0.647,0.285,0,Macro_OLFML3,0.363367406,Macro_OLFML3,Mye
GALM,0,0.356620596,0.47,0.165,0,Macro_OLFML3,0.356620596,Macro_OLFML3,Mye
GLRX,0,0.349810461,0.825,0.516,0,Macro_OLFML3,0.349810461,Macro_OLFML3,Mye
SERPINA1,0,0.347322879,0.965,0.694,0,Macro_OLFML3,0.347322879,Macro_OLFML3,Mye
IRF1,6.119999999999999e-253,0.345913631,0.69,0.41,1.1299999999999998e-248,Macro_OLFML3,0.345913631,Macro_OLFML3,Mye
UBE2L6,0,0.343325772,0.899,0.533,0,Macro_OLFML3,0.343325772,Macro_OLFML3,Mye
MEF2A,0,0.33397706,0.695,0.39,0,Macro_OLFML3,0.33397706,Macro_OLFML3,Mye
CTSZ,1.26e-221,0.331076843,0.89,0.625,2.3199999999999998e-217,Macro_OLFML3,0.331076843,Macro_OLFML3,Mye
ADAP2,0,0.330907117,0.751,0.41,0,Macro_OLFML3,0.330907117,Macro_OLFML3,Mye
ASCL2,0,0.328332767,0.379,0.128,0,Macro_OLFML3,0.328332767,Macro_OLFML3,Mye
SMCO4,0,0.325902843,0.757,0.379,0,Macro_OLFML3,0.325902843,Macro_OLFML3,Mye
SLC31A2,1.9599999999999996e-304,0.324629203,0.721,0.41,3.6099999999999994e-300,Macro_OLFML3,0.324629203,Macro_OLFML3,Mye
A2M,5.77e-259,0.323712784,0.652,0.359,1.0599999999999999e-254,Macro_OLFML3,0.323712784,Macro_OLFML3,Mye
IFIT3,0,0.323682272,0.451,0.184,0,Macro_OLFML3,0.323682272,Macro_OLFML3,Mye
HLA-DQB2,0,0.323325979,0.575,0.288,0,Macro_OLFML3,0.323325979,Macro_OLFML3,Mye
TMEM109,0,0.321997512,0.678,0.334,0,Macro_OLFML3,0.321997512,Macro_OLFML3,Mye
LHFPL2,0,0.320936751,0.543,0.254,0,Macro_OLFML3,0.320936751,Macro_OLFML3,Mye
SAMHD1,0,0.315131915,0.907,0.616,0,Macro_OLFML3,0.315131915,Macro_OLFML3,Mye
PRCP,0,0.31493906,0.657,0.359,0,Macro_OLFML3,0.31493906,Macro_OLFML3,Mye
SNX6,0,0.307443859,0.79,0.485,0,Macro_OLFML3,0.307443859,Macro_OLFML3,Mye
PLXDC2,1.7499999999999997e-303,0.305974194,0.838,0.51,3.2199999999999997e-299,Macro_OLFML3,0.305974194,Macro_OLFML3,Mye
MT2A,2.55e-277,0.301325724,0.885,0.599,4.6900000000000004e-273,Macro_OLFML3,0.301325724,Macro_OLFML3,Mye
RGS1,1.2699999999999998e-279,0.300578686,0.899,0.613,2.34e-275,Macro_OLFML3,0.300578686,Macro_OLFML3,Mye
GNB4,1.01e-294,0.299071267,0.589,0.307,1.87e-290,Macro_OLFML3,0.299071267,Macro_OLFML3,Mye
UBE2E2,0,0.293892397,0.556,0.27,0,Macro_OLFML3,0.293892397,Macro_OLFML3,Mye
CUL1,0,0.292883079,0.455,0.191,0,Macro_OLFML3,0.292883079,Macro_OLFML3,Mye
LIPA,2.5800000000000003e-265,0.292510234,0.782,0.469,4.7499999999999995e-261,Macro_OLFML3,0.292510234,Macro_OLFML3,Mye
PARP14,4.869999999999999e-302,0.284503971,0.649,0.346,8.969999999999999e-298,Macro_OLFML3,0.284503971,Macro_OLFML3,Mye
HLA-DOA,0,0.28416977,0.728,0.355,0,Macro_OLFML3,0.28416977,Macro_OLFML3,Mye
CBR1,0,0.278811888,0.616,0.282,0,Macro_OLFML3,0.278811888,Macro_OLFML3,Mye
AKR1A1,0,0.273301498,0.89,0.541,0,Macro_OLFML3,0.273301498,Macro_OLFML3,Mye
TFEC,0,0.268594361,0.556,0.265,0,Macro_OLFML3,0.268594361,Macro_OLFML3,Mye
AOAH,0,0.25977477,0.693,0.338,0,Macro_OLFML3,0.25977477,Macro_OLFML3,Mye
ALDH2,0,0.255415685,0.836,0.518,0,Macro_OLFML3,0.255415685,Macro_OLFML3,Mye
FPR3,1.39e-201,0.255320822,0.567,0.313,2.5699999999999998e-197,Macro_OLFML3,0.255320822,Macro_OLFML3,Mye
LILRB1,2.7e-300,0.251271618,0.653,0.345,4.969999999999999e-296,Macro_OLFML3,0.251271618,Macro_OLFML3,Mye
RAB32,0,0.249023219,0.654,0.343,0,Macro_OLFML3,0.249023219,Macro_OLFML3,Mye
SCPEP1,0,0.248408363,0.761,0.367,0,Macro_OLFML3,0.248408363,Macro_OLFML3,Mye
TNFAIP8L2,0,0.245983196,0.51,0.232,0,Macro_OLFML3,0.245983196,Macro_OLFML3,Mye
FUOM,0,0.244152841,0.663,0.343,0,Macro_OLFML3,0.244152841,Macro_OLFML3,Mye
PSMA4,0,0.242906293,0.761,0.435,0,Macro_OLFML3,0.242906293,Macro_OLFML3,Mye
ABI3,6.84e-264,0.242555561,0.665,0.362,1.2600000000000001e-259,Macro_OLFML3,0.242555561,Macro_OLFML3,Mye
PSMB10,0,0.241658827,0.824,0.537,0,Macro_OLFML3,0.241658827,Macro_OLFML3,Mye
PEA15,7.54e-266,0.239142189,0.792,0.486,1.39e-261,Macro_OLFML3,0.239142189,Macro_OLFML3,Mye
MGAT4A,0,0.236034301,0.638,0.325,0,Macro_OLFML3,0.236034301,Macro_OLFML3,Mye
ACP2,0,0.233492852,0.495,0.23,0,Macro_OLFML3,0.233492852,Macro_OLFML3,Mye
TM6SF1,6.86e-291,0.230299086,0.512,0.245,1.26e-286,Macro_OLFML3,0.230299086,Macro_OLFML3,Mye
HCST,2.6e-249,0.225454511,0.884,0.627,4.7900000000000005e-245,Macro_OLFML3,0.225454511,Macro_OLFML3,Mye
NUCKS1,1.6399999999999997e-178,0.206348793,0.738,0.474,3.0199999999999994e-174,Macro_OLFML3,0.206348793,Macro_OLFML3,Mye
TREM2,3.29e-305,0.205436123,0.708,0.372,6.07e-302,Macro_OLFML3,0.205436123,Macro_OLFML3,Mye
ETHE1,1.44e-236,0.203479816,0.577,0.314,2.6499999999999994e-232,Macro_OLFML3,0.203479816,Macro_OLFML3,Mye
AKR1B1,1.9799999999999993e-247,0.198085925,0.746,0.436,3.6499999999999995e-243,Macro_OLFML3,0.198085925,Macro_OLFML3,Mye
ECHS1,0,0.194652324,0.66,0.336,0,Macro_OLFML3,0.194652324,Macro_OLFML3,Mye
EVL,0,0.194115771,0.629,0.326,0,Macro_OLFML3,0.194115771,Macro_OLFML3,Mye
KCTD12,8.209999999999999e-179,0.190920336,0.746,0.462,1.5099999999999997e-174,Macro_OLFML3,0.190920336,Macro_OLFML3,Mye
SSB,3.7000000000000003e-277,0.189116627,0.722,0.421,6.820000000000001e-273,Macro_OLFML3,0.189116627,Macro_OLFML3,Mye
PSMC4,0,0.188672986,0.604,0.306,0,Macro_OLFML3,0.188672986,Macro_OLFML3,Mye
CYBB,1.2e-287,0.187572088,0.894,0.593,2.21e-283,Macro_OLFML3,0.187572088,Macro_OLFML3,Mye
MEF2C,9.199999999999999e-243,0.186872957,0.67,0.389,1.6899999999999997e-238,Macro_OLFML3,0.186872957,Macro_OLFML3,Mye
LIMD2,0,0.1849844,0.781,0.448,0,Macro_OLFML3,0.1849844,Macro_OLFML3,Mye
VOPP1,0,0.181838434,0.627,0.315,0,Macro_OLFML3,0.181838434,Macro_OLFML3,Mye
DNMT1,1.08e-255,0.181732452,0.552,0.29,1.9900000000000003e-251,Macro_OLFML3,0.181732452,Macro_OLFML3,Mye
C20orf27,2.77e-255,0.181725156,0.594,0.316,5.1e-251,Macro_OLFML3,0.181725156,Macro_OLFML3,Mye
PDIA3,0,0.181152164,0.918,0.648,0,Macro_OLFML3,0.181152164,Macro_OLFML3,Mye
HLA-DMB,0,0.180206564,0.937,0.605,0,Macro_OLFML3,0.180206564,Macro_OLFML3,Mye
ATG3,8.47e-251,0.179213344,0.79,0.492,1.5599999999999996e-246,Macro_OLFML3,0.179213344,Macro_OLFML3,Mye
FCGR2B,5.47e-125,0.177430175,0.65,0.399,1.01e-120,Macro_OLFML3,0.177430175,Macro_OLFML3,Mye
DRAP1,3.5699999999999993e-171,0.176623522,0.882,0.632,6.5699999999999996e-167,Macro_OLFML3,0.176623522,Macro_OLFML3,Mye
LAIR1,0,0.175965698,0.83,0.484,0,Macro_OLFML3,0.175965698,Macro_OLFML3,Mye
CNDP2,0,0.164432408,0.747,0.421,0,Macro_OLFML3,0.164432408,Macro_OLFML3,Mye
LAT2,2.2899999999999993e-235,0.161227005,0.724,0.423,4.2099999999999995e-231,Macro_OLFML3,0.161227005,Macro_OLFML3,Mye
TLR2,4.9199999999999994e-228,0.159947731,0.649,0.356,9.069999999999998e-224,Macro_OLFML3,0.159947731,Macro_OLFML3,Mye
NUB1,0,0.156609929,0.604,0.28,0,Macro_OLFML3,0.156609929,Macro_OLFML3,Mye
RAB8A,1.81e-265,0.154856636,0.688,0.396,3.34e-261,Macro_OLFML3,0.154856636,Macro_OLFML3,Mye
ATOX1,4.469999999999999e-235,0.151882479,0.818,0.548,8.239999999999998e-231,Macro_OLFML3,0.151882479,Macro_OLFML3,Mye
TPSAB1,0,7.655509488,0.966,0.015,0,Mast,7.655509488,Mast,Mye
TPSB2,0,6.866360801,0.867,0.009,0,Mast,6.866360801,Mast,Mye
CPA3,0,6.225118599,0.919,0.002,0,Mast,6.225118599,Mast,Mye
TPSD1,0,4.684562452,0.597,0.006,0,Mast,4.684562452,Mast,Mye
HPGD,0,4.671642413,0.684,0.015,0,Mast,4.671642413,Mast,Mye
CLU,0,4.218901858,0.771,0.073,0,Mast,4.218901858,Mast,Mye
GATA2,0,4.214649409,0.783,0.001,0,Mast,4.214649409,Mast,Mye
KIT,0,4.1263626,0.72,0.005,0,Mast,4.1263626,Mast,Mye
MS4A2,0,3.827286978,0.528,0,0,Mast,3.827286978,Mast,Mye
HDC,0,3.749981191,0.472,0,0,Mast,3.749981191,Mast,Mye
VWA5A,0,3.684158675,0.733,0.042,0,Mast,3.684158675,Mast,Mye
HPGDS,0,3.552535609,0.552,0.043,0,Mast,3.552535609,Mast,Mye
LTC4S,0,3.125045444,0.77,0.25,0,Mast,3.125045444,Mast,Mye
SLC18A2,0,3.012996632,0.502,0.004,0,Mast,3.012996632,Mast,Mye
CSF1,0,2.966365297,0.385,0.018,0,Mast,2.966365297,Mast,Mye
IL1RL1,0,2.861535928,0.452,0.001,0,Mast,2.861535928,Mast,Mye
CD69,0,2.699057567,0.642,0.187,0,Mast,2.699057567,Mast,Mye
RHEX,0,2.671031457,0.513,0.015,0,Mast,2.671031457,Mast,Mye
TIMP3,0,2.534103474,0.398,0.013,0,Mast,2.534103474,Mast,Mye
BACE2,0,2.442221093,0.498,0.011,0,Mast,2.442221093,Mast,Mye
SOCS1,0,2.41367367,0.497,0.183,0,Mast,2.41367367,Mast,Mye
LAT,0,2.318745421,0.45,0.035,0,Mast,2.318745421,Mast,Mye
RAB27B,0,2.148990157,0.399,0.002,0,Mast,2.148990157,Mast,Mye
SIGLEC6,0,2.136551797,0.381,0.006,0,Mast,2.136551797,Mast,Mye
RGS13,0,2.120269219,0.362,0.011,0,Mast,2.120269219,Mast,Mye
LMO4,0,2.100546193,0.496,0.219,0,Mast,2.100546193,Mast,Mye
GRAP2,0,2.045565014,0.36,0.007,0,Mast,2.045565014,Mast,Mye
NSMCE1,0,2.025759515,0.505,0.255,0,Mast,2.025759515,Mast,Mye
TNIK,0,1.948428509,0.376,0.025,0,Mast,1.948428509,Mast,Mye
