gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength
PSMD7,3.98E-49,0.556413084,0.697,0.397,7.34E-45,Macro_FOLR2+APOE+,0.556413084
HM13,4.01E-49,1.058055213,0.833,0.531,7.39E-45,Macro_FOLR2+APOE+,1.058055213
TMEM160,6.26E-49,0.301015675,0.678,0.374,1.15E-44,Macro_FOLR2+APOE+,0.301015675
ATP5F1E,6.78E-49,0.30459773,0.767,0.469,1.25E-44,Macro_FOLR2+APOE+,0.30459773
MRPL51,1.20E-48,0.389116255,0.749,0.431,2.22E-44,Macro_FOLR2+APOE+,0.389116255
PSMA4,1.59E-48,0.175198293,0.775,0.46,2.94E-44,Macro_FOLR2+APOE+,0.175198293
SFT2D1,1.74E-48,0.420763132,0.777,0.451,3.21E-44,Macro_FOLR2+APOE+,0.420763132
DOK2,2.83E-48,0.445621707,0.615,0.337,5.22E-44,Macro_FOLR2+APOE+,0.445621707
DNAJB11,4.02E-48,0.730139461,0.563,0.303,7.40E-44,Macro_FOLR2+APOE+,0.730139461
TMEM179B,6.21E-48,0.603902462,0.783,0.473,1.14E-43,Macro_FOLR2+APOE+,0.603902462
MIF4GD,7.91E-48,0.539139625,0.576,0.304,1.46E-43,Macro_FOLR2+APOE+,0.539139625
REEP5,9.22E-48,0.631488126,0.873,0.554,1.70E-43,Macro_FOLR2+APOE+,0.631488126
C7orf50,9.83E-48,0.412914826,0.609,0.329,1.81E-43,Macro_FOLR2+APOE+,0.412914826
DAP3,1.04E-47,0.735421896,0.58,0.31,1.92E-43,Macro_FOLR2+APOE+,0.735421896
CPVL,1.13E-47,0.734423171,0.868,0.555,2.08E-43,Macro_FOLR2+APOE+,0.734423171
PRR13,1.45E-47,0.422375358,0.874,0.572,2.67E-43,Macro_FOLR2+APOE+,0.422375358
LILRB1,1.57E-47,0.426719012,0.664,0.368,2.90E-43,Macro_FOLR2+APOE+,0.426719012
CD302,2.15E-47,0.396493817,0.624,0.341,3.96E-43,Macro_FOLR2+APOE+,0.396493817
VAMP3,2.81E-47,0.650472161,0.627,0.343,5.18E-43,Macro_FOLR2+APOE+,0.650472161
SLC25A39,5.85E-47,0.967698715,0.708,0.4,1.08E-42,Macro_FOLR2+APOE+,0.967698715
NDUFS2,7.46E-47,0.225060334,0.643,0.353,1.37E-42,Macro_FOLR2+APOE+,0.225060334
MRPL14,7.82E-47,0.340133473,0.624,0.336,1.44E-42,Macro_FOLR2+APOE+,0.340133473
RSU1,7.98E-47,0.615743472,0.599,0.329,1.47E-42,Macro_FOLR2+APOE+,0.615743472
SMS,8.01E-47,0.886467957,0.722,0.418,1.48E-42,Macro_FOLR2+APOE+,0.886467957
NDUFAB1,1.02E-46,0.604864924,0.786,0.466,1.88E-42,Macro_FOLR2+APOE+,0.604864924
ANXA7,1.41E-46,0.817709623,0.655,0.364,2.59E-42,Macro_FOLR2+APOE+,0.817709623
STARD7,1.54E-46,0.517366489,0.556,0.298,2.83E-42,Macro_FOLR2+APOE+,0.517366489
TMED10,1.57E-46,0.681309281,0.879,0.558,2.89E-42,Macro_FOLR2+APOE+,0.681309281
SRI,1.70E-46,0.662030546,0.741,0.425,3.14E-42,Macro_FOLR2+APOE+,0.662030546
SWAP70,1.72E-46,0.543983508,0.602,0.327,3.17E-42,Macro_FOLR2+APOE+,0.543983508
TAPBP,1.75E-46,0.554924903,0.878,0.57,3.23E-42,Macro_FOLR2+APOE+,0.554924903
RPL31,3.92E-46,0.319842486,0.806,0.488,7.22E-42,Macro_FOLR2+APOE+,0.319842486
NDUFA12,5.13E-46,0.975468877,0.798,0.485,9.44E-42,Macro_FOLR2+APOE+,0.975468877
PARP1,1.18E-45,0.349313766,0.6,0.327,2.17E-41,Macro_FOLR2+APOE+,0.349313766
CD46,1.39E-45,0.199966981,0.577,0.309,2.57E-41,Macro_FOLR2+APOE+,0.199966981
DNAJC3,1.81E-45,0.344192727,0.641,0.356,3.33E-41,Macro_FOLR2+APOE+,0.344192727
CLTC,1.92E-45,0.580737892,0.705,0.412,3.54E-41,Macro_FOLR2+APOE+,0.580737892
PSMB4,2.55E-45,0.802796395,0.658,0.365,4.69E-41,Macro_FOLR2+APOE+,0.802796395
MMADHC,2.59E-45,0.659064232,0.622,0.34,4.76E-41,Macro_FOLR2+APOE+,0.659064232
NDUFB7,3.25E-45,0.701090856,0.836,0.521,5.99E-41,Macro_FOLR2+APOE+,0.701090856
FBXO7,3.28E-45,0.488369893,0.582,0.315,6.03E-41,Macro_FOLR2+APOE+,0.488369893
MT-ND5,3.69E-45,0.755411743,0.819,0.529,6.79E-41,Macro_FOLR2+APOE+,0.755411743
PSMB2,3.71E-45,0.280449189,0.725,0.433,6.84E-41,Macro_FOLR2+APOE+,0.280449189
SLC16A3,3.85E-45,0.54970594,0.81,0.503,7.10E-41,Macro_FOLR2+APOE+,0.54970594
TCIRG1,4.17E-45,0.456340359,0.749,0.459,7.68E-41,Macro_FOLR2+APOE+,0.456340359
PSMF1,4.23E-45,0.854210592,0.728,0.412,7.79E-41,Macro_FOLR2+APOE+,0.854210592
MT-CYB,5.00E-45,0.527834709,0.829,0.571,9.21E-41,Macro_FOLR2+APOE+,0.527834709
TUBA1C,5.44E-45,0.579361085,0.652,0.372,1.00E-40,Macro_FOLR2+APOE+,0.579361085
NDUFB6,8.65E-45,0.365009819,0.648,0.36,1.59E-40,Macro_FOLR2+APOE+,0.365009819
TMEM59,9.89E-45,0.880714635,0.881,0.61,1.82E-40,Macro_FOLR2+APOE+,0.880714635
NDUFC1,1.48E-44,0.419970254,0.764,0.449,2.72E-40,Macro_FOLR2+APOE+,0.419970254
LILRB2,2.68E-44,0.325992486,0.754,0.448,4.94E-40,Macro_FOLR2+APOE+,0.325992486
NABP1,4.85E-44,0.897345003,0.592,0.332,8.93E-40,Macro_FOLR2+APOE+,0.897345003
MRPS16,5.26E-44,0.478243172,0.545,0.294,9.70E-40,Macro_FOLR2+APOE+,0.478243172
IDH2,5.86E-44,0.459797082,0.709,0.403,1.08E-39,Macro_FOLR2+APOE+,0.459797082
PSMA1,6.24E-44,0.499461548,0.613,0.354,1.15E-39,Macro_FOLR2+APOE+,0.499461548
SNAP23,9.56E-44,0.711126339,0.688,0.391,1.76E-39,Macro_FOLR2+APOE+,0.711126339
SERINC1,1.53E-43,0.794734947,0.685,0.396,2.82E-39,Macro_FOLR2+APOE+,0.794734947
RAB10,2.73E-43,0.510791672,0.797,0.481,5.02E-39,Macro_FOLR2+APOE+,0.510791672
COPS6,3.60E-43,0.491769372,0.611,0.335,6.63E-39,Macro_FOLR2+APOE+,0.491769372
CMTM3,3.65E-43,0.475303852,0.634,0.354,6.73E-39,Macro_FOLR2+APOE+,0.475303852
NDUFB5,3.88E-43,0.391852344,0.753,0.445,7.15E-39,Macro_FOLR2+APOE+,0.391852344
COPZ1,4.18E-43,0.545786638,0.658,0.374,7.71E-39,Macro_FOLR2+APOE+,0.545786638
CWC15,5.47E-43,0.219440252,0.594,0.324,1.01E-38,Macro_FOLR2+APOE+,0.219440252
EIF4EBP1,6.29E-43,0.326467113,0.712,0.401,1.16E-38,Macro_FOLR2+APOE+,0.326467113
TXNDC17,1.07E-42,0.54371796,0.72,0.426,1.98E-38,Macro_FOLR2+APOE+,0.54371796
MT2A,1.20E-42,0.700008282,0.879,0.621,2.21E-38,Macro_FOLR2+APOE+,0.700008282
HPS1,1.42E-42,0.455691918,0.613,0.344,2.61E-38,Macro_FOLR2+APOE+,0.455691918
TGFBI,1.71E-42,1.587908473,0.893,0.59,3.15E-38,Macro_FOLR2+APOE+,1.587908473
GPI,2.17E-42,0.564700669,0.702,0.408,4.00E-38,Macro_FOLR2+APOE+,0.564700669
RPL38,4.46E-42,0.493572474,0.799,0.483,8.22E-38,Macro_FOLR2+APOE+,0.493572474
RHEB,8.54E-42,0.587857193,0.769,0.453,1.57E-37,Macro_FOLR2+APOE+,0.587857193
CHMP2A,9.79E-42,0.674239616,0.797,0.483,1.80E-37,Macro_FOLR2+APOE+,0.674239616
MPG,1.28E-41,0.249598721,0.577,0.315,2.37E-37,Macro_FOLR2+APOE+,0.249598721
SPINT2,1.30E-41,0.332263757,0.8,0.489,2.40E-37,Macro_FOLR2+APOE+,0.332263757
VMA21,1.32E-41,0.250535898,0.653,0.367,2.43E-37,Macro_FOLR2+APOE+,0.250535898
NDUFS8,1.57E-41,0.415188052,0.804,0.486,2.90E-37,Macro_FOLR2+APOE+,0.415188052
SQSTM1,1.69E-41,0.97239671,0.923,0.667,3.11E-37,Macro_FOLR2+APOE+,0.97239671
PLIN2,4.25E-41,1.320509528,0.799,0.489,7.82E-37,Macro_FOLR2+APOE+,1.320509528
BTF3L4,4.79E-41,0.709103351,0.66,0.37,8.82E-37,Macro_FOLR2+APOE+,0.709103351
DPYD,5.02E-41,0.198674882,0.646,0.358,9.25E-37,Macro_FOLR2+APOE+,0.198674882
PPCS,1.87E-40,0.246268102,0.674,0.382,3.45E-36,Macro_FOLR2+APOE+,0.246268102
SCAMP2,2.07E-40,1.065329073,0.805,0.494,3.82E-36,Macro_FOLR2+APOE+,1.065329073
PSMA5,2.38E-40,0.708493632,0.725,0.426,4.38E-36,Macro_FOLR2+APOE+,0.708493632
PCMT1,3.06E-40,0.742555047,0.593,0.331,5.63E-36,Macro_FOLR2+APOE+,0.742555047
RTN3,3.62E-40,0.493329358,0.711,0.41,6.67E-36,Macro_FOLR2+APOE+,0.493329358
UBE2E1,3.74E-40,0.21340057,0.554,0.302,6.88E-36,Macro_FOLR2+APOE+,0.21340057
MEA1,3.74E-40,0.221675641,0.67,0.382,6.89E-36,Macro_FOLR2+APOE+,0.221675641
NDUFV1,4.96E-40,0.437056115,0.694,0.4,9.14E-36,Macro_FOLR2+APOE+,0.437056115
TMED5,6.49E-40,0.632365664,0.634,0.365,1.20E-35,Macro_FOLR2+APOE+,0.632365664
RAB8A,7.95E-40,0.175717018,0.713,0.417,1.46E-35,Macro_FOLR2+APOE+,0.175717018
PLEKHB2,1.35E-39,0.489366168,0.731,0.432,2.49E-35,Macro_FOLR2+APOE+,0.489366168
NDUFB9,1.48E-39,0.778645592,0.836,0.542,2.73E-35,Macro_FOLR2+APOE+,0.778645592
CACYBP,4.52E-39,0.542551423,0.684,0.393,8.33E-35,Macro_FOLR2+APOE+,0.542551423
PDCD5,4.95E-39,0.894706568,0.616,0.343,9.11E-35,Macro_FOLR2+APOE+,0.894706568
EMC4,8.44E-39,0.868782854,0.62,0.353,1.55E-34,Macro_FOLR2+APOE+,0.868782854
CMTM7,1.01E-38,0.601098196,0.704,0.403,1.86E-34,Macro_FOLR2+APOE+,0.601098196
TMEM9B,1.49E-38,0.593588667,0.638,0.365,2.75E-34,Macro_FOLR2+APOE+,0.593588667
GNAI3,1.51E-38,0.344012057,0.61,0.338,2.79E-34,Macro_FOLR2+APOE+,0.344012057
IL10RA,1.98E-38,0.518865501,0.756,0.456,3.66E-34,Macro_FOLR2+APOE+,0.518865501
EVI2B,4.75E-38,0.41388274,0.643,0.369,8.74E-34,Macro_FOLR2+APOE+,0.41388274
NCOA4,7.02E-38,0.55965009,0.827,0.522,1.29E-33,Macro_FOLR2+APOE+,0.55965009
CXCL16,7.89E-38,1.050726603,0.923,0.643,1.45E-33,Macro_FOLR2+APOE+,1.050726603
RGS1,1.23E-37,2.307822792,0.911,0.635,2.27E-33,Macro_FOLR2+APOE+,2.307822792
RPL4,1.54E-37,0.186587281,0.798,0.468,2.84E-33,Macro_FOLR2+APOE+,0.186587281
LSM2,2.99E-37,0.532581104,0.615,0.343,5.51E-33,Macro_FOLR2+APOE+,0.532581104
SSB,3.39E-37,0.373463744,0.741,0.444,6.24E-33,Macro_FOLR2+APOE+,0.373463744
CD48,3.64E-37,0.37257587,0.771,0.471,6.70E-33,Macro_FOLR2+APOE+,0.37257587
KDELR2,4.52E-37,0.394406664,0.789,0.498,8.33E-33,Macro_FOLR2+APOE+,0.394406664
SH3GLB1,4.79E-37,0.844079303,0.715,0.419,8.83E-33,Macro_FOLR2+APOE+,0.844079303
FGL2,5.03E-37,0.665406504,0.909,0.605,9.26E-33,Macro_FOLR2+APOE+,0.665406504
MLX,5.96E-37,0.793974672,0.618,0.351,1.10E-32,Macro_FOLR2+APOE+,0.793974672
GRB2,6.50E-37,0.719897595,0.929,0.672,1.20E-32,Macro_FOLR2+APOE+,0.719897595
FCGR2A,8.96E-37,1.002020363,0.912,0.623,1.65E-32,Macro_FOLR2+APOE+,1.002020363
RNH1,1.00E-36,1.009764195,0.891,0.61,1.85E-32,Macro_FOLR2+APOE+,1.009764195
THEMIS2,1.75E-36,0.275159999,0.801,0.486,3.23E-32,Macro_FOLR2+APOE+,0.275159999
RALA,2.08E-36,0.240172851,0.619,0.367,3.83E-32,Macro_FOLR2+APOE+,0.240172851
WIPF1,2.69E-36,0.460888629,0.744,0.457,4.95E-32,Macro_FOLR2+APOE+,0.460888629
TM9SF2,2.93E-36,0.48048922,0.703,0.419,5.39E-32,Macro_FOLR2+APOE+,0.48048922
DDOST,4.12E-36,0.903013478,0.737,0.455,7.59E-32,Macro_FOLR2+APOE+,0.903013478
SLC8A1,4.69E-36,0.394394635,0.629,0.358,8.63E-32,Macro_FOLR2+APOE+,0.394394635
C5AR1,8.69E-36,0.825042186,0.679,0.4,1.60E-31,Macro_FOLR2+APOE+,0.825042186
GLRX,9.34E-36,0.334282638,0.839,0.539,1.72E-31,Macro_FOLR2+APOE+,0.334282638
ETFA,1.45E-35,0.345565298,0.584,0.328,2.67E-31,Macro_FOLR2+APOE+,0.345565298
EIF2S2,2.19E-35,0.22502401,0.761,0.454,4.03E-31,Macro_FOLR2+APOE+,0.22502401
PSMD4,3.65E-35,1.031968289,0.685,0.404,6.72E-31,Macro_FOLR2+APOE+,1.031968289
LYN,5.99E-35,0.163984183,0.731,0.444,1.10E-30,Macro_FOLR2+APOE+,0.163984183
RPL27,7.00E-35,0.299642595,0.801,0.496,1.29E-30,Macro_FOLR2+APOE+,0.299642595
ATP6V0D1,8.34E-35,0.914792995,0.836,0.564,1.54E-30,Macro_FOLR2+APOE+,0.914792995
GADD45GIP1,8.93E-35,0.1667273,0.722,0.43,1.65E-30,Macro_FOLR2+APOE+,0.1667273
PSMC5,1.00E-34,0.664232082,0.684,0.403,1.84E-30,Macro_FOLR2+APOE+,0.664232082
RPL36AL,1.20E-34,0.439091124,0.792,0.484,2.21E-30,Macro_FOLR2+APOE+,0.439091124
MRPL54,1.40E-34,0.299353788,0.677,0.395,2.59E-30,Macro_FOLR2+APOE+,0.299353788
TMEM109,1.45E-34,0.43194434,0.632,0.361,2.66E-30,Macro_FOLR2+APOE+,0.43194434
AP2M1,1.57E-34,0.634681402,0.859,0.575,2.88E-30,Macro_FOLR2+APOE+,0.634681402
ARHGAP4,2.84E-34,0.59509016,0.643,0.377,5.24E-30,Macro_FOLR2+APOE+,0.59509016
RAB7A,3.36E-34,1.157590669,0.898,0.625,6.20E-30,Macro_FOLR2+APOE+,1.157590669
CD300A,3.43E-34,0.767173616,0.738,0.452,6.31E-30,Macro_FOLR2+APOE+,0.767173616
PRDX3,5.97E-34,0.330818631,0.758,0.472,1.10E-29,Macro_FOLR2+APOE+,0.330818631
RPS2,6.53E-34,0.219135915,0.826,0.555,1.20E-29,Macro_FOLR2+APOE+,0.219135915
ILK,7.02E-34,0.714255454,0.699,0.407,1.29E-29,Macro_FOLR2+APOE+,0.714255454
SPCS2,8.90E-34,0.489682993,0.783,0.484,1.64E-29,Macro_FOLR2+APOE+,0.489682993
MTCH1,9.85E-34,0.313942707,0.736,0.447,1.81E-29,Macro_FOLR2+APOE+,0.313942707
ACP1,1.03E-33,0.637214377,0.578,0.327,1.90E-29,Macro_FOLR2+APOE+,0.637214377
PHPT1,1.15E-33,0.712016775,0.734,0.438,2.11E-29,Macro_FOLR2+APOE+,0.712016775
TXNL1,1.52E-33,0.364725685,0.639,0.374,2.80E-29,Macro_FOLR2+APOE+,0.364725685
LAMTOR5,1.58E-33,0.560717309,0.802,0.499,2.92E-29,Macro_FOLR2+APOE+,0.560717309
PTTG1IP,2.68E-33,0.742398532,0.799,0.494,4.94E-29,Macro_FOLR2+APOE+,0.742398532
CD164,3.86E-33,0.174968527,0.836,0.549,7.11E-29,Macro_FOLR2+APOE+,0.174968527
IRF1,3.91E-33,0.178445398,0.704,0.431,7.21E-29,Macro_FOLR2+APOE+,0.178445398
PDIA3,4.05E-33,0.658522905,0.927,0.668,7.45E-29,Macro_FOLR2+APOE+,0.658522905
PTPN18,5.12E-33,0.498454516,0.599,0.344,9.42E-29,Macro_FOLR2+APOE+,0.498454516
MRPL41,6.35E-33,0.177351227,0.764,0.467,1.17E-28,Macro_FOLR2+APOE+,0.177351227
VPS29,8.66E-33,0.842021589,0.829,0.527,1.59E-28,Macro_FOLR2+APOE+,0.842021589
TXN2,1.06E-32,0.22161691,0.656,0.389,1.95E-28,Macro_FOLR2+APOE+,0.22161691
TMEM123,1.18E-32,0.520961199,0.743,0.446,2.17E-28,Macro_FOLR2+APOE+,0.520961199
NDUFA6,1.29E-32,0.544009354,0.818,0.519,2.37E-28,Macro_FOLR2+APOE+,0.544009354
C20orf27,1.69E-32,0.258835488,0.594,0.337,3.11E-28,Macro_FOLR2+APOE+,0.258835488
SUMO3,3.82E-32,0.499125963,0.771,0.473,7.04E-28,Macro_FOLR2+APOE+,0.499125963
AUP1,4.01E-32,0.404218672,0.806,0.517,7.39E-28,Macro_FOLR2+APOE+,0.404218672
NDUFAF3,5.01E-32,0.355585161,0.756,0.463,9.22E-28,Macro_FOLR2+APOE+,0.355585161
CAPNS1,5.79E-32,0.484372407,0.625,0.362,1.07E-27,Macro_FOLR2+APOE+,0.484372407
LAPTM4A,6.47E-32,0.591769397,0.882,0.621,1.19E-27,Macro_FOLR2+APOE+,0.591769397
CUTA,7.71E-32,0.624726557,0.778,0.477,1.42E-27,Macro_FOLR2+APOE+,0.624726557
CCT7,8.15E-32,0.527554703,0.594,0.342,1.50E-27,Macro_FOLR2+APOE+,0.527554703
KPNB1,1.14E-31,0.278502082,0.724,0.432,2.10E-27,Macro_FOLR2+APOE+,0.278502082
IFI16,1.22E-31,0.192163227,0.804,0.491,2.25E-27,Macro_FOLR2+APOE+,0.192163227
NOP10,1.39E-31,0.611753075,0.885,0.624,2.56E-27,Macro_FOLR2+APOE+,0.611753075
AP3S1,1.40E-31,0.180720415,0.591,0.339,2.57E-27,Macro_FOLR2+APOE+,0.180720415
SKAP2,1.49E-31,0.160105493,0.682,0.397,2.75E-27,Macro_FOLR2+APOE+,0.160105493
GHITM,2.03E-31,0.501864784,0.78,0.496,3.73E-27,Macro_FOLR2+APOE+,0.501864784
PLIN3,2.03E-31,0.416200932,0.624,0.364,3.75E-27,Macro_FOLR2+APOE+,0.416200932
RAB2A,5.68E-31,0.370679144,0.772,0.478,1.05E-26,Macro_FOLR2+APOE+,0.370679144
CANX,7.59E-31,0.741798233,0.913,0.631,1.40E-26,Macro_FOLR2+APOE+,0.741798233
RNASE6,9.27E-31,0.649404219,0.843,0.531,1.71E-26,Macro_FOLR2+APOE+,0.649404219
TIMM13,1.43E-30,0.22670132,0.653,0.387,2.64E-26,Macro_FOLR2+APOE+,0.22670132
OCIAD1,1.47E-30,0.379721785,0.716,0.426,2.70E-26,Macro_FOLR2+APOE+,0.379721785
RAB14,1.65E-30,0.207759942,0.656,0.39,3.03E-26,Macro_FOLR2+APOE+,0.207759942
DUSP23,2.38E-30,0.53230354,0.643,0.376,4.38E-26,Macro_FOLR2+APOE+,0.53230354
SLA,3.00E-30,0.518640496,0.674,0.409,5.53E-26,Macro_FOLR2+APOE+,0.518640496
ESD,1.22E-29,0.414989295,0.608,0.357,2.24E-25,Macro_FOLR2+APOE+,0.414989295
CCT5,1.24E-29,0.894211035,0.631,0.374,2.28E-25,Macro_FOLR2+APOE+,0.894211035
TGOLN2,2.23E-29,0.259898485,0.8,0.505,4.11E-25,Macro_FOLR2+APOE+,0.259898485
RPSA,3.02E-29,0.349676087,0.804,0.486,5.57E-25,Macro_FOLR2+APOE+,0.349676087
GSTK1,3.56E-29,0.558865347,0.9,0.637,6.55E-25,Macro_FOLR2+APOE+,0.558865347
CAMTA1,3.77E-29,0.234088873,0.615,0.357,6.94E-25,Macro_FOLR2+APOE+,0.234088873
DYNLRB1,5.65E-29,0.693841416,0.708,0.456,1.04E-24,Macro_FOLR2+APOE+,0.693841416
RPS9,5.98E-29,0.416322179,0.826,0.546,1.10E-24,Macro_FOLR2+APOE+,0.416322179
SNX17,1.07E-28,0.259353728,0.705,0.425,1.97E-24,Macro_FOLR2+APOE+,0.259353728
GNB1,1.50E-28,0.189426532,0.64,0.381,2.75E-24,Macro_FOLR2+APOE+,0.189426532
NDUFA3,3.78E-28,0.64337064,0.818,0.538,6.96E-24,Macro_FOLR2+APOE+,0.64337064
TAX1BP1,3.87E-28,0.537672067,0.782,0.49,7.12E-24,Macro_FOLR2+APOE+,0.537672067
CYCS,4.02E-28,0.817394394,0.793,0.516,7.41E-24,Macro_FOLR2+APOE+,0.817394394
PSMB6,5.54E-28,0.292934674,0.842,0.568,1.02E-23,Macro_FOLR2+APOE+,0.292934674
TMEM50A,8.83E-28,0.600973241,0.874,0.595,1.63E-23,Macro_FOLR2+APOE+,0.600973241
PPIG,2.04E-27,0.400897804,0.727,0.445,3.76E-23,Macro_FOLR2+APOE+,0.400897804
NDUFS7,2.05E-27,0.647817092,0.821,0.533,3.78E-23,Macro_FOLR2+APOE+,0.647817092
DNAJC8,9.54E-27,0.29684908,0.672,0.406,1.76E-22,Macro_FOLR2+APOE+,0.29684908
MRPS34,1.14E-26,0.235320188,0.651,0.387,2.09E-22,Macro_FOLR2+APOE+,0.235320188
RPL3,1.22E-26,0.298095221,0.816,0.525,2.24E-22,Macro_FOLR2+APOE+,0.298095221
ADRM1,1.26E-26,0.525076039,0.702,0.421,2.33E-22,Macro_FOLR2+APOE+,0.525076039
MT-ND3,1.34E-26,0.736035333,0.824,0.562,2.46E-22,Macro_FOLR2+APOE+,0.736035333
PPT1,1.57E-26,1.284310073,0.919,0.643,2.89E-22,Macro_FOLR2+APOE+,1.284310073
LSM10,2.67E-26,0.19130933,0.62,0.368,4.92E-22,Macro_FOLR2+APOE+,0.19130933
MAPRE1,3.79E-26,0.505000435,0.632,0.382,6.97E-22,Macro_FOLR2+APOE+,0.505000435
PABPC4,4.47E-26,0.807596709,0.68,0.416,8.24E-22,Macro_FOLR2+APOE+,0.807596709
TMEM230,5.76E-26,0.290976705,0.716,0.444,1.06E-21,Macro_FOLR2+APOE+,0.290976705
ZNF385A,6.55E-26,0.299001964,0.66,0.405,1.21E-21,Macro_FOLR2+APOE+,0.299001964
RWDD1,7.38E-26,0.336903928,0.719,0.45,1.36E-21,Macro_FOLR2+APOE+,0.336903928
CAPZA2,7.43E-26,0.454014532,0.822,0.541,1.37E-21,Macro_FOLR2+APOE+,0.454014532
PRDX5,7.58E-26,0.758694988,0.869,0.593,1.40E-21,Macro_FOLR2+APOE+,0.758694988
APH1A,1.85E-25,0.230968523,0.778,0.49,3.41E-21,Macro_FOLR2+APOE+,0.230968523
OS9,2.04E-25,0.54298352,0.814,0.529,3.76E-21,Macro_FOLR2+APOE+,0.54298352
MRPL20,4.14E-25,0.286962107,0.74,0.46,7.63E-21,Macro_FOLR2+APOE+,0.286962107
KDELR1,4.30E-25,0.296144217,0.809,0.531,7.92E-21,Macro_FOLR2+APOE+,0.296144217
CLEC7A,4.84E-25,1.070068886,0.815,0.516,8.91E-21,Macro_FOLR2+APOE+,1.070068886
WASF2,5.02E-25,0.554240378,0.853,0.56,9.25E-21,Macro_FOLR2+APOE+,0.554240378
UQCRC1,5.50E-25,0.601333649,0.774,0.498,1.01E-20,Macro_FOLR2+APOE+,0.601333649
AURKAIP1,8.07E-25,0.267757534,0.793,0.51,1.49E-20,Macro_FOLR2+APOE+,0.267757534
PSMG2,8.30E-25,0.597670905,0.685,0.416,1.53E-20,Macro_FOLR2+APOE+,0.597670905
HCK,1.23E-24,0.717547682,0.804,0.512,2.27E-20,Macro_FOLR2+APOE+,0.717547682
ALKBH7,1.28E-24,0.241008987,0.757,0.484,2.36E-20,Macro_FOLR2+APOE+,0.241008987
CCT3,1.30E-24,0.407165849,0.66,0.403,2.40E-20,Macro_FOLR2+APOE+,0.407165849
RCSD1,3.91E-24,0.162554492,0.62,0.369,7.20E-20,Macro_FOLR2+APOE+,0.162554492
NCF2,4.39E-24,0.66611606,0.734,0.457,8.09E-20,Macro_FOLR2+APOE+,0.66611606
ARL6IP5,5.90E-24,0.577612512,0.905,0.648,1.09E-19,Macro_FOLR2+APOE+,0.577612512
ERP29,8.39E-24,0.351609865,0.888,0.616,1.55E-19,Macro_FOLR2+APOE+,0.351609865
RPS18,9.66E-24,0.195748902,0.824,0.552,1.78E-19,Macro_FOLR2+APOE+,0.195748902
VDAC1,1.07E-23,0.16737295,0.812,0.526,1.97E-19,Macro_FOLR2+APOE+,0.16737295
LIMS1,1.29E-23,0.761098887,0.82,0.547,2.37E-19,Macro_FOLR2+APOE+,0.761098887
ABRACL,1.32E-23,0.212298294,0.768,0.49,2.42E-19,Macro_FOLR2+APOE+,0.212298294
IFNGR1,1.42E-23,1.196465362,0.856,0.573,2.61E-19,Macro_FOLR2+APOE+,1.196465362
ITGB1,1.98E-23,0.795704612,0.732,0.467,3.64E-19,Macro_FOLR2+APOE+,0.795704612
AKIRIN2,2.94E-23,0.41935427,0.67,0.414,5.41E-19,Macro_FOLR2+APOE+,0.41935427
PSMB8,3.34E-23,0.295136839,0.849,0.569,6.15E-19,Macro_FOLR2+APOE+,0.295136839
PSMD8,5.84E-23,0.415887924,0.791,0.518,1.08E-18,Macro_FOLR2+APOE+,0.415887924
MOB1A,1.04E-22,0.548137132,0.847,0.576,1.91E-18,Macro_FOLR2+APOE+,0.548137132
PLEK,1.58E-22,0.782396081,0.823,0.554,2.91E-18,Macro_FOLR2+APOE+,0.782396081
RPL17,2.32E-22,0.361975329,0.697,0.426,4.28E-18,Macro_FOLR2+APOE+,0.361975329
C1QBP,1.02E-21,0.308073817,0.686,0.422,1.88E-17,Macro_FOLR2+APOE+,0.308073817
HSBP1,1.29E-21,0.255157478,0.87,0.593,2.37E-17,Macro_FOLR2+APOE+,0.255157478
RPS19,1.49E-21,0.305521924,0.83,0.568,2.74E-17,Macro_FOLR2+APOE+,0.305521924
SSBP1,1.63E-21,0.597257369,0.746,0.479,3.00E-17,Macro_FOLR2+APOE+,0.597257369
BAX,4.62E-21,0.21654982,0.795,0.531,8.50E-17,Macro_FOLR2+APOE+,0.21654982
SCAND1,2.60E-20,0.502824852,0.804,0.527,4.79E-16,Macro_FOLR2+APOE+,0.502824852
ERGIC3,2.72E-20,0.461188233,0.769,0.49,5.01E-16,Macro_FOLR2+APOE+,0.461188233
RPS6,3.15E-20,0.152930332,0.823,0.536,5.80E-16,Macro_FOLR2+APOE+,0.152930332
TBXAS1,3.21E-20,0.612479378,0.792,0.51,5.92E-16,Macro_FOLR2+APOE+,0.612479378
DBNL,4.94E-20,0.238365507,0.759,0.484,9.09E-16,Macro_FOLR2+APOE+,0.238365507
RAD23A,5.53E-20,0.317382117,0.762,0.497,1.02E-15,Macro_FOLR2+APOE+,0.317382117
ACADVL,7.45E-20,0.6017399,0.73,0.461,1.37E-15,Macro_FOLR2+APOE+,0.6017399
ZNHIT1,1.01E-19,0.201991215,0.745,0.471,1.87E-15,Macro_FOLR2+APOE+,0.201991215
UFC1,1.07E-19,0.2894305,0.766,0.495,1.98E-15,Macro_FOLR2+APOE+,0.2894305
COPE,1.25E-19,0.675799762,0.856,0.599,2.30E-15,Macro_FOLR2+APOE+,0.675799762
