p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,classification tier,avg_strength
1.46E-106,0.537647742,0.448,0.045,4.35E-102,Myeloid_c11_cDC2_CD1C,CIITA,subset,0.537647742
2.83E-47,0.536950057,0.671,0.294,8.40E-43,Myeloid_c11_cDC2_CD1C,LIMS1,subset,0.536950057
5.47E-64,0.535130928,0.32,0.042,1.63E-59,Myeloid_c11_cDC2_CD1C,OLR1,subset,0.535130928
9.01E-69,0.533015063,0.798,0.329,2.68E-64,Myeloid_c11_cDC2_CD1C,FCGRT,subset,0.533015063
1.77E-69,0.532568986,0.555,0.144,5.26E-65,Myeloid_c11_cDC2_CD1C,SERPINB9,subset,0.532568986
3.30E-45,0.531130103,0.691,0.318,9.81E-41,Myeloid_c11_cDC2_CD1C,LAP3,subset,0.531130103
1.00E-63,0.530865386,0.507,0.127,2.99E-59,Myeloid_c11_cDC2_CD1C,MYD88,subset,0.530865386
1.35E-98,0.527375525,0.448,0.051,4.00E-94,Myeloid_c11_cDC2_CD1C,HLA-DOA,subset,0.527375525
1.53E-95,0.526834165,0.549,0.095,4.54E-91,Myeloid_c11_cDC2_CD1C,LYN,subset,0.526834165
7.71E-58,0.526083634,0.697,0.283,2.29E-53,Myeloid_c11_cDC2_CD1C,ATG3,subset,0.526083634
3.77E-31,0.52278659,0.801,0.556,1.12E-26,Myeloid_c11_cDC2_CD1C,PSME2,subset,0.52278659
5.56E-53,0.522400453,0.659,0.257,1.65E-48,Myeloid_c11_cDC2_CD1C,IFNGR1,subset,0.522400453
3.61E-136,0.513190335,0.392,0.017,1.07E-131,Myeloid_c11_cDC2_CD1C,CD1D,subset,0.513190335
7.49E-35,0.510445531,0.887,0.651,2.23E-30,Myeloid_c11_cDC2_CD1C,TUBA1B,subset,0.510445531
1.33E-43,0.510412167,0.81,0.441,3.94E-39,Myeloid_c11_cDC2_CD1C,CDKN1A,subset,0.510412167
2.35E-58,0.50792362,0.546,0.158,6.98E-54,Myeloid_c11_cDC2_CD1C,SLC16A3,subset,0.50792362
5.45E-106,0.502932465,0.647,0.139,1.62E-101,Myeloid_c11_cDC2_CD1C,CD68,subset,0.502932465
8.10E-47,0.501351657,0.834,0.46,2.41E-42,Myeloid_c11_cDC2_CD1C,ANXA5,subset,0.501351657
1.50E-43,0.500500187,0.255,0.038,4.47E-39,Myeloid_c11_cDC2_CD1C,OSM,subset,0.500500187
2.33E-206,3.185690323,0.544,0.055,6.91E-202,Myeloid_c4_DCs_pDC_IRF7,PTGDS,subset,3.185690323
0,2.730295782,0.924,0.173,0,Myeloid_c4_DCs_pDC_IRF7,GPR183,subset,2.730295782
0,2.671731282,0.961,0.083,0,Myeloid_c4_DCs_pDC_IRF7,GZMB,subset,2.671731282
0,2.453277592,0.943,0.282,0,Myeloid_c4_DCs_pDC_IRF7,IRF7,subset,2.453277592
0,2.39980976,0.864,0.003,0,Myeloid_c4_DCs_pDC_IRF7,LILRA4,subset,2.39980976
0,2.39474619,0.934,0.061,0,Myeloid_c4_DCs_pDC_IRF7,PLAC8,subset,2.39474619
0,2.12285433,0.885,0.073,0,Myeloid_c4_DCs_pDC_IRF7,IRF8,subset,2.12285433
4.31E-224,2.051659211,0.474,0.009,1.28E-219,Myeloid_c4_DCs_pDC_IRF7,TCL1A,subset,2.051659211
0,2.023870566,0.779,0.02,0,Myeloid_c4_DCs_pDC_IRF7,PLD4,subset,2.023870566
0,1.91823067,0.964,0.093,0,Myeloid_c4_DCs_pDC_IRF7,JCHAIN,subset,1.91823067
2.79E-109,1.898026753,0.656,0.228,8.29E-105,Myeloid_c4_DCs_pDC_IRF7,AREG,subset,1.898026753
1.96058606410019e-310,1.841671866,0.782,0.047,5.83E-306,Myeloid_c4_DCs_pDC_IRF7,IRF4,subset,1.841671866
9.80E-267,1.812918158,0.879,0.186,2.91E-262,Myeloid_c4_DCs_pDC_IRF7,ITM2C,subset,1.812918158
1.10E-261,1.791010778,0.776,0.1,3.26E-257,Myeloid_c4_DCs_pDC_IRF7,CLIC3,subset,1.791010778
5.46E-117,1.622897033,0.704,0.268,1.62E-112,Myeloid_c4_DCs_pDC_IRF7,RGS2,subset,1.622897033
0,1.597752065,0.701,0.02,0,Myeloid_c4_DCs_pDC_IRF7,C1orf186,subset,1.597752065
1.55207579054483e-313,1.593952597,0.849,0.216,0.00E+00,Myeloid_c4_DCs_pDC_IRF7,CCDC50,subset,1.593952597
4.01E-288,1.561987267,0.731,0.046,1.19E-283,Myeloid_c4_DCs_pDC_IRF7,IL3RA,subset,1.561987267
0,1.560361304,0.607,0.004,0,Myeloid_c4_DCs_pDC_IRF7,SCT,subset,1.560361304
9.52E-207,1.549934398,0.931,0.223,2.83E-202,Myeloid_c4_DCs_pDC_IRF7,ALOX5AP,subset,1.549934398
0,1.546459376,0.973,0.629,0,Myeloid_c4_DCs_pDC_IRF7,SEC61B,subset,1.546459376
7.51E-300,1.531281568,0.779,0.166,2.23E-295,Myeloid_c4_DCs_pDC_IRF7,PPP1R14B,subset,1.531281568
2.71E-189,1.504597798,0.816,0.202,8.06E-185,Myeloid_c4_DCs_pDC_IRF7,C12orf75,subset,1.504597798
7.21E-117,1.459259701,0.647,0.178,2.15E-112,Myeloid_c4_DCs_pDC_IRF7,NR4A3,subset,1.459259701
1.49E-211,1.42664857,0.937,0.552,4.43E-207,Myeloid_c4_DCs_pDC_IRF7,HERPUD1,subset,1.42664857
8.32E-176,1.41829578,0.716,0.092,2.47E-171,Myeloid_c4_DCs_pDC_IRF7,PLEK,subset,1.41829578
6.50E-173,1.395466705,0.997,0.691,1.93E-168,Myeloid_c4_DCs_pDC_IRF7,CD74,subset,1.395466705
3.97E-215,1.386945184,0.906,0.144,1.18E-210,Myeloid_c4_DCs_pDC_IRF7,SERPINF1,subset,1.386945184
1.43E-117,1.386026889,0.656,0.185,4.25E-113,Myeloid_c4_DCs_pDC_IRF7,LDLRAD4,subset,1.386026889
1.19E-187,1.371576098,0.879,0.198,3.54E-183,Myeloid_c4_DCs_pDC_IRF7,TCF4,subset,1.371576098
0,1.346286917,0.644,0.002,0,Myeloid_c4_DCs_pDC_IRF7,PTCRA,subset,1.346286917
3.05E-193,1.346092315,0.795,0.219,9.07E-189,Myeloid_c4_DCs_pDC_IRF7,UGCG,subset,1.346092315
5.38E-231,1.344446813,0.746,0.06,1.60E-226,Myeloid_c4_DCs_pDC_IRF7,LILRB4,subset,1.344446813
7.71E-261,1.33860874,0.704,0.045,2.29E-256,Myeloid_c4_DCs_pDC_IRF7,MPEG1,subset,1.33860874
5.73E-216,1.32924066,0.719,0.068,1.70E-211,Myeloid_c4_DCs_pDC_IRF7,RNASE6,subset,1.32924066
0,1.326132618,0.653,0.01,0,Myeloid_c4_DCs_pDC_IRF7,SMPD3,subset,1.326132618
6.15E-100,1.312513317,0.671,0.18,1.83E-95,Myeloid_c4_DCs_pDC_IRF7,CD83,subset,1.312513317
8.19E-183,1.303584734,0.961,0.503,2.43E-178,Myeloid_c4_DCs_pDC_IRF7,NPC2,subset,1.303584734
5.12E-288,1.289282656,0.556,0.029,1.52E-283,Myeloid_c4_DCs_pDC_IRF7,MYBL2,subset,1.289282656
1.74E-293,1.282547463,0.589,0.01,5.18E-289,Myeloid_c4_DCs_pDC_IRF7,SPIB,subset,1.282547463
5.59E-185,1.282165474,0.656,0.054,1.66E-180,Myeloid_c4_DCs_pDC_IRF7,DERL3,subset,1.282165474
0,1.261636373,0.637,0,0,Myeloid_c4_DCs_pDC_IRF7,CLEC4C,subset,1.261636373
2.13E-199,1.256173172,0.64,0.101,6.34E-195,Myeloid_c4_DCs_pDC_IRF7,CLN8,subset,1.256173172
7.67E-136,1.216509592,0.634,0.147,2.28E-131,Myeloid_c4_DCs_pDC_IRF7,DUSP5,subset,1.216509592
5.21E-283,1.206827162,0.613,0.013,1.55E-278,Myeloid_c4_DCs_pDC_IRF7,DNASE1L3,subset,1.206827162
3.21E-234,1.199660152,0.946,0.145,9.55E-230,Myeloid_c4_DCs_pDC_IRF7,TYROBP,subset,1.199660152
2.27E-207,1.193681331,0.755,0.072,6.74E-203,Myeloid_c4_DCs_pDC_IRF7,MZB1,subset,1.193681331
1.02E-187,1.174814964,0.619,0.056,3.02E-183,Myeloid_c4_DCs_pDC_IRF7,MAP1A,subset,1.174814964
4.69E-114,1.14329686,0.918,0.611,1.40E-109,Myeloid_c4_DCs_pDC_IRF7,TXN,subset,1.14329686
6.53E-225,1.142926306,0.616,0.047,1.94E-220,Myeloid_c4_DCs_pDC_IRF7,SLC15A4,subset,1.142926306
2.89E-103,1.137942149,0.405,0.044,8.59E-99,Myeloid_c4_DCs_pDC_IRF7,CXorf21,subset,1.137942149
2.81E-180,1.136214149,0.622,0.058,8.37E-176,Myeloid_c4_DCs_pDC_IRF7,SEL1L3,subset,1.136214149
2.66E-226,1.132983614,0.577,0.039,7.91E-222,Myeloid_c4_DCs_pDC_IRF7,BCL11A,subset,1.132983614
3.28E-111,1.129358792,0.659,0.162,9.75E-107,Myeloid_c4_DCs_pDC_IRF7,SLC7A5,subset,1.129358792
5.08E-96,1.127860799,0.749,0.21,1.51E-91,Myeloid_c4_DCs_pDC_IRF7,LTB,subset,1.127860799
1.12E-178,1.127499613,0.683,0.151,3.33E-174,Myeloid_c4_DCs_pDC_IRF7,CYB561A3,subset,1.127499613
1.58E-267,1.126727306,0.55,0.009,4.70E-263,Myeloid_c4_DCs_pDC_IRF7,LINC00996,subset,1.126727306
1.23E-221,1.125119456,0.529,0.016,3.66E-217,Myeloid_c4_DCs_pDC_IRF7,LAMP5,subset,1.125119456
2.32E-64,1.120529852,0.604,0.306,6.89E-60,Myeloid_c4_DCs_pDC_IRF7,SOX4,subset,1.120529852
6.01E-276,1.11088866,0.556,0.009,1.79E-271,Myeloid_c4_DCs_pDC_IRF7,FAM129C,subset,1.11088866
1.75E-129,1.109839462,0.931,0.591,5.20E-125,Myeloid_c4_DCs_pDC_IRF7,GPX1,subset,1.109839462
7.89E-97,1.096878866,0.84,0.497,2.34E-92,Myeloid_c4_DCs_pDC_IRF7,CYBA,subset,1.096878866
5.15E-130,1.093234233,0.613,0.115,1.53E-125,Myeloid_c4_DCs_pDC_IRF7,LRRC26,subset,1.093234233
8.01E-134,1.088950771,0.565,0.081,2.38E-129,Myeloid_c4_DCs_pDC_IRF7,GNA15,subset,1.088950771
1.75E-205,1.088725734,0.562,0.049,5.20E-201,Myeloid_c4_DCs_pDC_IRF7,PTPRS,subset,1.088725734
1.14E-128,1.084075742,0.713,0.231,3.40E-124,Myeloid_c4_DCs_pDC_IRF7,TRAF4,subset,1.084075742
1.48E-132,1.083413342,0.861,0.365,4.40E-128,Myeloid_c4_DCs_pDC_IRF7,RNASET2,subset,1.083413342
2.63E-116,1.083201112,0.837,0.291,7.81E-112,Myeloid_c4_DCs_pDC_IRF7,TSPAN13,subset,1.083201112
1.96E-104,1.079933965,0.568,0.091,5.84E-100,Myeloid_c4_DCs_pDC_IRF7,CXCR3,subset,1.079933965
3.43E-81,1.060113342,0.734,0.31,1.02E-76,Myeloid_c4_DCs_pDC_IRF7,NR3C1,subset,1.060113342
5.48E-208,1.059462336,0.87,0.132,1.63E-203,Myeloid_c4_DCs_pDC_IRF7,FCER1G,subset,1.059462336
2.26E-80,1.051081914,0.535,0.116,6.73E-76,Myeloid_c4_DCs_pDC_IRF7,HLA-DQA2,subset,1.051081914
4.62E-164,1.042768494,0.628,0.089,1.37E-159,Myeloid_c4_DCs_pDC_IRF7,FCHSD2,subset,1.042768494
6.55E-103,1.040455951,0.538,0.111,1.95E-98,Myeloid_c4_DCs_pDC_IRF7,EGLN3,subset,1.040455951
1.11E-135,1.030514351,0.876,0.242,3.29E-131,Myeloid_c4_DCs_pDC_IRF7,HLA-DQA1,subset,1.030514351
1.05E-99,1.021163382,0.631,0.181,3.13E-95,Myeloid_c4_DCs_pDC_IRF7,SLC20A1,subset,1.021163382
4.43E-93,1.013053287,0.689,0.194,1.32E-88,Myeloid_c4_DCs_pDC_IRF7,IFI44L,subset,1.013053287
5.38E-89,1.009021048,0.586,0.124,1.60E-84,Myeloid_c4_DCs_pDC_IRF7,GPR65,subset,1.009021048
2.76E-157,1.008520745,0.619,0.073,8.20E-153,Myeloid_c4_DCs_pDC_IRF7,THEMIS2,subset,1.008520745
2.65E-146,1.006154339,0.918,0.587,7.88E-142,Myeloid_c4_DCs_pDC_IRF7,SPCS1,subset,1.006154339
5.30E-205,1.00532162,0.544,0.021,1.58E-200,Myeloid_c4_DCs_pDC_IRF7,GAPT,subset,1.00532162
3.50E-165,1.002693833,0.692,0.091,1.04E-160,Myeloid_c4_DCs_pDC_IRF7,MS4A6A,subset,1.002693833
2.25E-221,0.998797753,0.492,0.018,6.70E-217,Myeloid_c4_DCs_pDC_IRF7,ZFAT,subset,0.998797753
2.59E-139,0.99397201,0.517,0.054,7.71E-135,Myeloid_c4_DCs_pDC_IRF7,SIDT1,subset,0.99397201
5.48E-116,0.986902312,0.538,0.137,1.63E-111,Myeloid_c4_DCs_pDC_IRF7,POLB,subset,0.986902312
1.39E-102,0.966006703,0.834,0.282,4.15E-98,Myeloid_c4_DCs_pDC_IRF7,HLA-DQB1,subset,0.966006703
8.19E-90,0.965518388,0.535,0.109,2.44E-85,Myeloid_c4_DCs_pDC_IRF7,PRMT9,subset,0.965518388
6.72E-86,0.962644524,0.659,0.218,2.00E-81,Myeloid_c4_DCs_pDC_IRF7,RAB11FIP1,subset,0.962644524
4.54E-113,0.955592109,0.885,0.482,1.35E-108,Myeloid_c4_DCs_pDC_IRF7,VAMP8,subset,0.955592109
8.85E-129,0.939431288,0.55,0.12,2.63E-124,Myeloid_c4_DCs_pDC_IRF7,CORO1C,subset,0.939431288
8.40E-103,0.933201467,0.598,0.14,2.50E-98,Myeloid_c4_DCs_pDC_IRF7,PTPRE,subset,0.933201467
3.15E-242,0.931123466,0.468,0.016,9.36E-238,Myeloid_c4_DCs_pDC_IRF7,SMIM5,subset,0.931123466
9.12E-102,0.930136994,0.731,0.289,2.71E-97,Myeloid_c4_DCs_pDC_IRF7,CNPY3,subset,0.930136994
1.18E-136,0.929172685,0.701,0.115,3.50E-132,Myeloid_c4_DCs_pDC_IRF7,SELL,subset,0.929172685
1.57E-146,0.925326536,0.991,0.408,4.67E-142,Myeloid_c4_DCs_pDC_IRF7,HLA-DRA,subset,0.925326536
8.75E-93,0.924624356,0.607,0.128,2.60E-88,Myeloid_c4_DCs_pDC_IRF7,NCF1,subset,0.924624356
3.15E-132,0.918554021,0.601,0.074,9.37E-128,Myeloid_c4_DCs_pDC_IRF7,JAML,subset,0.918554021
3.61E-106,0.911198825,0.598,0.105,1.07E-101,Myeloid_c4_DCs_pDC_IRF7,CD4,subset,0.911198825
3.94E-114,0.905207847,0.864,0.51,1.17E-109,Myeloid_c4_DCs_pDC_IRF7,ERP29,subset,0.905207847
1.50E-93,0.878039008,0.927,0.598,4.47E-89,Myeloid_c4_DCs_pDC_IRF7,HSP90B1,subset,0.878039008
2.68E-84,0.8773259,0.698,0.304,7.96E-80,Myeloid_c4_DCs_pDC_IRF7,IRF2BP2,subset,0.8773259
5.17E-79,0.869973171,0.764,0.387,1.54E-74,Myeloid_c4_DCs_pDC_IRF7,VIMP,subset,0.869973171
1.21E-68,0.869905919,0.637,0.219,3.59E-64,Myeloid_c4_DCs_pDC_IRF7,MX1,subset,0.869905919
2.22E-70,0.867999718,0.752,0.326,6.61E-66,Myeloid_c4_DCs_pDC_IRF7,UCP2,subset,0.867999718
4.81E-74,0.866982713,0.807,0.319,1.43E-69,Myeloid_c4_DCs_pDC_IRF7,RGS1,subset,0.866982713
3.82E-75,0.865176485,0.773,0.4,1.14E-70,Myeloid_c4_DCs_pDC_IRF7,GRN,subset,0.865176485
1.27E-39,0.863489603,0.61,0.304,3.77E-35,Myeloid_c4_DCs_pDC_IRF7,ZNF331,subset,0.863489603
7.48E-108,0.851631007,0.435,0.056,2.22E-103,Myeloid_c4_DCs_pDC_IRF7,RUBCN,subset,0.851631007
1.55E-128,0.846532966,0.517,0.08,4.60E-124,Myeloid_c4_DCs_pDC_IRF7,RPS6KA4,subset,0.846532966
2.73E-84,0.834536796,0.855,0.457,8.13E-80,Myeloid_c4_DCs_pDC_IRF7,PLP2,subset,0.834536796
3.50E-121,0.832867386,0.535,0.06,1.04E-116,Myeloid_c4_DCs_pDC_IRF7,PRKCB,subset,0.832867386
2.13E-90,0.832744615,0.538,0.131,6.32E-86,Myeloid_c4_DCs_pDC_IRF7,CCDC88A,subset,0.832744615
2.53E-89,0.828669256,0.465,0.067,7.52E-85,Myeloid_c4_DCs_pDC_IRF7,PHACTR1,subset,0.828669256
1.18E-40,0.826333702,0.577,0.305,3.50E-36,Myeloid_c4_DCs_pDC_IRF7,ZC3HAV1,subset,0.826333702
5.54E-124,0.822597763,0.964,0.394,1.65E-119,Myeloid_c4_DCs_pDC_IRF7,HLA-DPB1,subset,0.822597763
8.64E-105,0.817034665,0.544,0.122,2.57E-100,Myeloid_c4_DCs_pDC_IRF7,IDH3A,subset,0.817034665
1.43E-149,0.816197737,0.631,0.08,4.26E-145,Myeloid_c4_DCs_pDC_IRF7,CYBB,subset,0.816197737
2.44E-89,0.806095555,0.798,0.27,7.24E-85,Myeloid_c4_DCs_pDC_IRF7,HLA-DMA,subset,0.806095555
7.45E-63,0.790345963,0.725,0.376,2.21E-58,Myeloid_c4_DCs_pDC_IRF7,C9orf142,subset,0.790345963
5.02E-89,0.785936528,0.927,0.417,1.49E-84,Myeloid_c4_DCs_pDC_IRF7,CXCR4,subset,0.785936528
2.28E-92,0.784701423,0.625,0.137,6.79E-88,Myeloid_c4_DCs_pDC_IRF7,HLA-DMB,subset,0.784701423
2.83E-93,0.784639321,0.544,0.111,8.42E-89,Myeloid_c4_DCs_pDC_IRF7,SMIM3,subset,0.784639321
9.78E-123,0.778067192,0.97,0.396,2.91E-118,Myeloid_c4_DCs_pDC_IRF7,HLA-DPA1,subset,0.778067192
2.16E-105,0.777149842,0.417,0.051,6.41E-101,Myeloid_c4_DCs_pDC_IRF7,P2RY6,subset,0.777149842
4.88E-86,0.77483721,0.529,0.163,1.45E-81,Myeloid_c4_DCs_pDC_IRF7,CD2AP,subset,0.77483721
2.46E-68,0.76763504,0.42,0.072,7.32E-64,Myeloid_c4_DCs_pDC_IRF7,RP5-1171I10.5,subset,0.76763504
1.58E-126,0.767561308,0.378,0.029,4.71E-122,Myeloid_c4_DCs_pDC_IRF7,NEK8,subset,0.767561308
2.03E-71,0.76630808,0.967,0.829,6.04E-67,Myeloid_c4_DCs_pDC_IRF7,RPS11,subset,0.76630808
1.12E-64,0.765044366,0.622,0.239,3.34E-60,Myeloid_c4_DCs_pDC_IRF7,OFD1,subset,0.765044366
5.11E-74,0.764326933,0.52,0.14,1.52E-69,Myeloid_c4_DCs_pDC_IRF7,ERN1,subset,0.764326933
7.30E-54,0.764048506,0.755,0.403,2.17E-49,Myeloid_c4_DCs_pDC_IRF7,REL,subset,0.764048506
1.21E-69,0.762083083,0.737,0.332,3.59E-65,Myeloid_c4_DCs_pDC_IRF7,RNF149,subset,0.762083083
3.35E-95,0.756545106,0.447,0.067,9.97E-91,Myeloid_c4_DCs_pDC_IRF7,SH2B3,subset,0.756545106
3.31E-89,0.755238253,0.595,0.138,9.86E-85,Myeloid_c4_DCs_pDC_IRF7,DCK,subset,0.755238253
1.80E-74,0.751396299,0.52,0.109,5.36E-70,Myeloid_c4_DCs_pDC_IRF7,SELPLG,subset,0.751396299
2.09E-97,0.741495713,0.42,0.094,6.23E-93,Myeloid_c4_DCs_pDC_IRF7,OPN3,subset,0.741495713
1.84E-43,0.741083253,0.338,0.076,5.46E-39,Myeloid_c4_DCs_pDC_IRF7,IFIT2,subset,0.741083253
6.77E-52,0.739041393,0.598,0.251,2.01E-47,Myeloid_c4_DCs_pDC_IRF7,KDM6B,subset,0.739041393
1.22E-79,0.738580707,0.526,0.155,3.61E-75,Myeloid_c4_DCs_pDC_IRF7,MAPKAPK2,subset,0.738580707
8.81E-29,0.735882176,0.396,0.157,2.62E-24,Myeloid_c4_DCs_pDC_IRF7,RASD1,subset,0.735882176
5.16E-99,0.732650802,0.447,0.066,1.53E-94,Myeloid_c4_DCs_pDC_IRF7,BLNK,subset,0.732650802
1.10E-96,0.731910185,0.438,0.049,3.26E-92,Myeloid_c4_DCs_pDC_IRF7,RUNX2,subset,0.731910185
6.37E-100,0.730758243,0.39,0.038,1.89E-95,Myeloid_c4_DCs_pDC_IRF7,CSF2RB,subset,0.730758243
3.15E-243,0.729230394,0.323,0.001,9.35E-239,Myeloid_c4_DCs_pDC_IRF7,SHD,subset,0.729230394
3.23E-69,0.72101335,0.789,0.323,9.61E-65,Myeloid_c4_DCs_pDC_IRF7,CTSC,subset,0.72101335
4.72E-78,0.711465,0.444,0.103,1.40E-73,Myeloid_c4_DCs_pDC_IRF7,ST6GALNAC4,subset,0.711465
2.62E-58,0.708669817,0.662,0.304,7.78E-54,Myeloid_c4_DCs_pDC_IRF7,UBE2J1,subset,0.708669817
5.50E-129,0.70811783,0.432,0.05,1.63E-124,Myeloid_c4_DCs_pDC_IRF7,CHAF1A,subset,0.70811783
3.62E-48,0.703271491,0.526,0.231,1.08E-43,Myeloid_c4_DCs_pDC_IRF7,ANKRD11,subset,0.703271491
8.08E-58,0.701237571,0.505,0.188,2.40E-53,Myeloid_c4_DCs_pDC_IRF7,BID,subset,0.701237571
5.76E-57,0.698780551,0.508,0.14,1.71E-52,Myeloid_c4_DCs_pDC_IRF7,NFKBID,subset,0.698780551
3.74E-69,0.698566283,0.529,0.125,1.11E-64,Myeloid_c4_DCs_pDC_IRF7,FERMT3,subset,0.698566283
1.37E-136,0.697381343,0.384,0.015,4.09E-132,Myeloid_c4_DCs_pDC_IRF7,P2RY14,subset,0.697381343
9.01E-63,0.697096987,0.532,0.199,2.68E-58,Myeloid_c4_DCs_pDC_IRF7,CCDC186,subset,0.697096987
6.64E-131,0.692000747,0.387,0.018,1.98E-126,Myeloid_c4_DCs_pDC_IRF7,SEMA7A,subset,0.692000747
2.88E-199,0.691131312,0.335,0.002,8.57E-195,Myeloid_c4_DCs_pDC_IRF7,RP11-117D22.2,subset,0.691131312
5.20E-59,0.689073166,0.35,0.058,1.55E-54,Myeloid_c4_DCs_pDC_IRF7,GRASP,subset,0.689073166
5.56E-116,0.68803481,0.692,0.139,1.65E-111,Myeloid_c4_DCs_pDC_IRF7,CD68,subset,0.68803481
5.41E-29,0.677340959,0.647,0.395,1.61E-24,Myeloid_c4_DCs_pDC_IRF7,CREM,subset,0.677340959
1.28E-41,0.669618031,0.665,0.346,3.81E-37,Myeloid_c4_DCs_pDC_IRF7,AKAP13,subset,0.669618031
4.85E-64,0.666355693,0.873,0.609,1.44E-59,Myeloid_c4_DCs_pDC_IRF7,PARK7,subset,0.666355693
1.20E-55,0.661933228,0.432,0.155,3.57E-51,Myeloid_c4_DCs_pDC_IRF7,C12orf45,subset,0.661933228
5.24E-55,0.658509793,0.583,0.207,1.56E-50,Myeloid_c4_DCs_pDC_IRF7,AP1S2,subset,0.658509793
1.24E-193,0.655553609,0.344,0.003,3.68E-189,Myeloid_c4_DCs_pDC_IRF7,PACSIN1,subset,0.655553609
9.40E-112,0.654218772,0.308,0.02,2.79E-107,Myeloid_c4_DCs_pDC_IRF7,SUSD1,subset,0.654218772
1.97E-80,0.651857473,0.366,0.054,5.85E-76,Myeloid_c4_DCs_pDC_IRF7,GNG7,subset,0.651857473
3.62E-45,0.651835505,0.604,0.313,1.08E-40,Myeloid_c4_DCs_pDC_IRF7,RRBP1,subset,0.651835505
4.13E-42,0.651018424,0.426,0.149,1.23E-37,Myeloid_c4_DCs_pDC_IRF7,LPIN1,subset,0.651018424
1.25E-47,0.649014937,0.556,0.193,3.71E-43,Myeloid_c4_DCs_pDC_IRF7,ARL4C,subset,0.649014937
9.59E-32,0.648085062,0.749,0.474,2.85E-27,Myeloid_c4_DCs_pDC_IRF7,DDIT4,subset,0.648085062
1.92E-86,0.64412367,0.912,0.438,5.71E-82,Myeloid_c4_DCs_pDC_IRF7,CTSB,subset,0.64412367
1.48E-60,0.640470961,0.471,0.12,4.40E-56,Myeloid_c4_DCs_pDC_IRF7,N4BP2L1,subset,0.640470961
1.87E-68,0.631026243,0.508,0.113,5.57E-64,Myeloid_c4_DCs_pDC_IRF7,TNFSF13B,subset,0.631026243
1.08E-34,0.630834456,0.894,0.714,3.20E-30,Myeloid_c4_DCs_pDC_IRF7,RPL23,subset,0.630834456
5.29E-15,0.629150289,0.785,0.643,1.57E-10,Myeloid_c4_DCs_pDC_IRF7,RPS20,subset,0.629150289
5.68E-38,0.629071895,0.48,0.209,1.69E-33,Myeloid_c4_DCs_pDC_IRF7,FAM53C,subset,0.629071895
2.91E-67,0.625784983,0.384,0.064,8.66E-63,Myeloid_c4_DCs_pDC_IRF7,INPP4A,subset,0.625784983
3.00E-69,0.621361072,0.363,0.052,8.92E-65,Myeloid_c4_DCs_pDC_IRF7,RASSF2,subset,0.621361072
1.23E-85,0.620026838,0.384,0.058,3.66E-81,Myeloid_c4_DCs_pDC_IRF7,TNFRSF21,subset,0.620026838
4.37E-38,0.619784946,0.514,0.201,1.30E-33,Myeloid_c4_DCs_pDC_IRF7,SAMHD1,subset,0.619784946
5.77E-42,0.619306214,0.465,0.199,1.72E-37,Myeloid_c4_DCs_pDC_IRF7,ATF5,subset,0.619306214
2.85E-59,0.616773885,0.55,0.156,8.48E-55,Myeloid_c4_DCs_pDC_IRF7,MEF2C,subset,0.616773885
5.86E-50,0.615887668,0.517,0.168,1.74E-45,Myeloid_c4_DCs_pDC_IRF7,PPM1K,subset,0.615887668
1.66E-49,0.613539302,0.384,0.116,4.93E-45,Myeloid_c4_DCs_pDC_IRF7,MAN2B1,subset,0.613539302
5.27E-17,0.613486922,0.411,0.235,1.57E-12,Myeloid_c4_DCs_pDC_IRF7,PMAIP1,subset,0.613486922
6.47E-25,0.613109937,0.716,0.497,1.92E-20,Myeloid_c4_DCs_pDC_IRF7,EZR,subset,0.613109937
1.71E-126,0.609040175,0.341,0.021,5.10E-122,Myeloid_c4_DCs_pDC_IRF7,SCAMP5,subset,0.609040175
5.76E-69,0.604969137,0.538,0.129,1.71E-64,Myeloid_c4_DCs_pDC_IRF7,TGFBI,subset,0.604969137
2.76E-40,0.60481716,0.459,0.156,8.21E-36,Myeloid_c4_DCs_pDC_IRF7,PFKFB3,subset,0.60481716
3.10E-31,0.60470527,0.825,0.626,9.21E-27,Myeloid_c4_DCs_pDC_IRF7,MCL1,subset,0.60470527
4.34E-71,0.604222104,0.411,0.104,1.29E-66,Myeloid_c4_DCs_pDC_IRF7,UNC93B1,subset,0.604222104
4.45E-64,0.603504017,0.453,0.096,1.32E-59,Myeloid_c4_DCs_pDC_IRF7,LYN,subset,0.603504017
1.59E-94,0.60244931,0.338,0.024,4.72E-90,Myeloid_c4_DCs_pDC_IRF7,KIAA0226L,subset,0.60244931
1.13E-37,0.601065083,0.502,0.216,3.37E-33,Myeloid_c4_DCs_pDC_IRF7,RANBP2,subset,0.601065083
1.75E-26,0.600546061,0.547,0.305,5.21E-22,Myeloid_c4_DCs_pDC_IRF7,CHMP1B,subset,0.600546061
1.75E-61,0.596430911,0.387,0.067,5.20E-57,Myeloid_c4_DCs_pDC_IRF7,SPN,subset,0.596430911
2.21E-98,0.592041254,0.29,0.012,6.57E-94,Myeloid_c4_DCs_pDC_IRF7,NAPSA,subset,0.592041254
4.37E-49,0.591665187,0.248,0.07,1.30E-44,Myeloid_c4_DCs_pDC_IRF7,FADS1,subset,0.591665187
